Age,Nationality,Value,Wage,Preferred Foot,Weak Foot,Skill Moves,International Reputation,Real Face,Position,Likes,Dislikes,Following,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive Awareness,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Growth,tier
19,England,925000.0,2.0,Right,2,2,1,No,DF,5,1,18,59.0,26.0,55.0,61.0,29.0,64.0,34.0,25.0,46.0,59.0,74.0,73.0,60.0,,73.0,24.0,68.0,65.0,60.0,28.0,60.0,,47.0,32.0,37.0,54.0,61.0,,,13.0,14.0,9.0,13.0,14.0,13,Others
22,England,1400000.0,19.0,Left,2,3,1,Yes,ST,6,1,68,47.0,67.0,71.0,61.0,63.0,65.0,49.0,37.0,40.0,70.0,63.0,68.0,64.0,65.0,66.0,69.0,68.0,63.0,79.0,57.0,68.0,44.0,69.0,58.0,55.0,59.0,44.0,34.0,23.0,7.0,14.0,9.0,9.0,5.0,9,Others
23,Portugal,800000.0,9.0,Right,3,3,1,Yes,ST,13,0,156,58.0,62.0,54.0,62.0,57.0,73.0,64.0,33.0,49.0,70.0,76.0,74.0,72.0,64.0,71.0,67.0,65.0,57.0,61.0,57.0,56.0,24.0,65.0,64.0,55.0,68.0,25.0,23.0,22.0,8.0,16.0,15.0,15.0,11.0,8,Others
28,Paraguay,6500000.0,34.0,Right,3,2,1,Yes,DF,11,0,41,33.0,31.0,80.0,66.0,24.0,47.0,30.0,34.0,56.0,56.0,50.0,52.0,39.0,74.0,42.0,71.0,72.0,67.0,82.0,34.0,82.0,76.0,27.0,45.0,48.0,74.0,75.0,77.0,75.0,9.0,13.0,15.0,9.0,15.0,1,Others
33,England,3900000.0,36.0,Right,3,3,2,Yes,MF,13,2,29,71.0,60.0,62.0,77.0,68.0,74.0,71.0,67.0,79.0,76.0,44.0,33.0,62.0,74.0,69.0,74.0,56.0,69.0,67.0,69.0,85.0,73.0,64.0,78.0,92.0,77.0,71.0,74.0,75.0,7.0,6.0,14.0,16.0,11.0,0,Others
19,England,600000.0,4.0,Right,2,2,1,Yes,DF,3,0,72,61.0,29.0,58.0,47.0,40.0,62.0,39.0,34.0,34.0,54.0,71.0,70.0,61.0,59.0,71.0,31.0,62.0,61.0,66.0,33.0,59.0,58.0,49.0,39.0,45.0,44.0,52.0,66.0,62.0,12.0,10.0,9.0,6.0,15.0,15,Others
24,England,5500000.0,26.0,Right,3,1,1,Yes,GK,40,2,379,14.0,15.0,14.0,32.0,19.0,20.0,20.0,15.0,41.0,27.0,48.0,49.0,40.0,67.0,42.0,53.0,64.0,31.0,66.0,17.0,28.0,22.0,14.0,51.0,25.0,49.0,20.0,16.0,14.0,76.0,72.0,70.0,72.0,78.0,4,Others
29,Germany,8500000.0,57.0,Right,4,4,2,Yes,MF,12,0,91,82.0,72.0,53.0,81.0,65.0,76.0,83.0,76.0,80.0,77.0,54.0,50.0,66.0,75.0,73.0,74.0,71.0,84.0,68.0,74.0,64.0,62.0,75.0,81.0,65.0,79.0,57.0,61.0,60.0,8.0,15.0,15.0,16.0,11.0,0,Others
33,Argentina,8000000.0,85.0,Right,3,1,3,Yes,GK,23,8,122,11.0,14.0,12.0,45.0,17.0,12.0,12.0,13.0,48.0,40.0,47.0,44.0,55.0,81.0,44.0,61.0,63.0,35.0,75.0,11.0,33.0,21.0,11.0,55.0,16.0,62.0,14.0,11.0,15.0,78.0,76.0,81.0,79.0,83.0,0,ManUtd
32,England,6500000.0,54.0,Right,5,4,3,Yes,MF,50,5,169,74.0,70.0,67.0,83.0,72.0,81.0,77.0,66.0,75.0,84.0,69.0,64.0,77.0,73.0,75.0,72.0,68.0,58.0,60.0,71.0,76.0,63.0,74.0,81.0,70.0,80.0,61.0,62.0,62.0,6.0,15.0,14.0,8.0,11.0,0,Others
25,Netherlands,8500000.0,50.0,Right,4,4,1,Yes,ST,70,2,650,74.0,74.0,72.0,73.0,67.0,78.0,75.0,73.0,54.0,77.0,72.0,77.0,68.0,74.0,52.0,83.0,52.0,69.0,75.0,77.0,55.0,28.0,73.0,69.0,63.0,72.0,32.0,28.0,15.0,13.0,9.0,7.0,14.0,11.0,3,Others
26,Zimbabwe,7500000.0,44.0,Left,2,3,1,Yes,MF,39,3,206,46.0,36.0,55.0,73.0,41.0,70.0,45.0,37.0,72.0,71.0,76.0,67.0,76.0,71.0,78.0,77.0,78.0,79.0,77.0,54.0,85.0,74.0,55.0,65.0,38.0,71.0,76.0,77.0,75.0,9.0,15.0,10.0,15.0,8.0,3,Others
33,Spain,3000000.0,53.0,Right,2,1,2,Yes,GK,20,4,78,24.0,14.0,13.0,34.0,12.0,19.0,25.0,25.0,28.0,30.0,44.0,49.0,43.0,72.0,58.0,54.0,69.0,40.0,76.0,13.0,45.0,20.0,12.0,62.0,23.0,60.0,26.0,15.0,11.0,74.0,72.0,72.0,72.0,75.0,0,Others
30,Ukraine,8500000.0,40.0,Left,2,4,3,Yes,MF,26,4,81,79.0,77.0,69.0,77.0,74.0,84.0,83.0,75.0,74.0,82.0,63.0,67.0,65.0,81.0,63.0,83.0,39.0,52.0,76.0,83.0,76.0,54.0,79.0,77.0,85.0,74.0,37.0,35.0,30.0,9.0,5.0,6.0,5.0,14.0,0,Others
21,Republic of Ireland,1000000.0,2.0,Right,2,1,1,Yes,GK,20,0,90,16.0,14.0,15.0,31.0,13.0,13.0,14.0,14.0,30.0,19.0,41.0,38.0,39.0,62.0,47.0,48.0,59.0,30.0,59.0,13.0,23.0,13.0,11.0,35.0,18.0,47.0,14.0,15.0,14.0,67.0,66.0,64.0,65.0,66.0,13,Others
30,Scotland,8500000.0,40.0,Left,4,4,1,Yes,MF,14,0,71,82.0,72.0,39.0,77.0,75.0,77.0,78.0,71.0,72.0,76.0,74.0,69.0,71.0,77.0,83.0,76.0,70.0,76.0,60.0,77.0,82.0,68.0,76.0,76.0,72.0,73.0,69.0,69.0,67.0,15.0,8.0,11.0,14.0,13.0,0,Others
35,Poland,4800000.0,26.0,Right,2,1,2,Yes,GK,18,2,51,14.0,13.0,11.0,20.0,17.0,14.0,18.0,12.0,32.0,22.0,50.0,47.0,53.0,75.0,44.0,53.0,69.0,25.0,65.0,20.0,43.0,16.0,15.0,52.0,22.0,63.0,14.0,12.0,13.0,80.0,82.0,70.0,81.0,82.0,0,Others
25,Brazil,6000000.0,39.0,Left,3,3,1,Yes,DF,13,2,86,67.0,30.0,67.0,70.0,53.0,68.0,47.0,32.0,58.0,71.0,68.0,74.0,63.0,73.0,66.0,72.0,78.0,74.0,70.0,68.0,74.0,72.0,62.0,58.0,43.0,70.0,74.0,75.0,76.0,15.0,12.0,13.0,14.0,12.0,3,Others
28,New Zealand,10500000.0,62.0,Right,3,2,1,Yes,ST,14,3,53,46.0,79.0,86.0,67.0,74.0,66.0,69.0,64.0,48.0,75.0,64.0,68.0,60.0,78.0,61.0,81.0,77.0,76.0,86.0,72.0,74.0,40.0,80.0,64.0,81.0,77.0,39.0,30.0,29.0,14.0,16.0,16.0,7.0,16.0,0,Others
28,Australia,13000000.0,53.0,Right,4,1,1,Yes,GK,55,3,297,23.0,11.0,14.0,40.0,15.0,13.0,23.0,12.0,45.0,24.0,53.0,52.0,53.0,74.0,50.0,62.0,78.0,34.0,65.0,18.0,36.0,23.0,10.0,68.0,25.0,64.0,10.0,20.0,17.0,81.0,75.0,82.0,78.0,82.0,2,Others
23,Netherlands,2700000.0,24.0,Left,2,3,1,Yes,DF,63,7,1356,65.0,46.0,69.0,77.0,45.0,66.0,35.0,35.0,75.0,71.0,64.0,62.0,66.0,66.0,63.0,69.0,67.0,61.0,69.0,49.0,69.0,73.0,53.0,64.0,42.0,62.0,72.0,72.0,71.0,15.0,7.0,15.0,9.0,15.0,3,Others
25,Belgium,6500000.0,39.0,Right,3,2,2,Yes,DF,47,1,672,48.0,54.0,79.0,72.0,27.0,52.0,29.0,36.0,73.0,62.0,55.0,60.0,51.0,73.0,33.0,46.0,74.0,68.0,79.0,26.0,76.0,75.0,47.0,61.0,35.0,75.0,71.0,76.0,74.0,9.0,12.0,14.0,7.0,8.0,5,Others
33,Spain,4200000.0,52.0,Right,2,1,2,Yes,GK,15,7,62,12.0,16.0,15.0,21.0,12.0,15.0,12.0,17.0,32.0,23.0,46.0,44.0,53.0,72.0,48.0,51.0,69.0,38.0,63.0,20.0,38.0,25.0,12.0,32.0,44.0,59.0,18.0,19.0,14.0,79.0,72.0,68.0,72.0,80.0,0,Top 3
20,England,625000.0,6.0,Left,3,2,1,Yes,DF,3,0,30,63.0,34.0,47.0,54.0,29.0,65.0,53.0,38.0,32.0,57.0,71.0,71.0,71.0,60.0,60.0,64.0,62.0,62.0,56.0,50.0,57.0,59.0,57.0,50.0,50.0,56.0,61.0,61.0,58.0,6.0,5.0,15.0,5.0,14.0,14,Others
24,England,3800000.0,29.0,Left,3,2,1,Yes,DF,16,0,144,52.0,35.0,67.0,65.0,31.0,54.0,32.0,26.0,63.0,59.0,58.0,64.0,53.0,67.0,54.0,70.0,87.0,61.0,89.0,50.0,73.0,69.0,32.0,56.0,40.0,56.0,70.0,72.0,70.0,15.0,16.0,14.0,10.0,14.0,6,Others
19,Spain,550000.0,9.0,Left,3,3,1,No,MF,7,0,12,54.0,53.0,40.0,56.0,53.0,68.0,62.0,51.0,55.0,69.0,75.0,71.0,74.0,54.0,75.0,67.0,50.0,51.0,48.0,50.0,43.0,34.0,49.0,60.0,56.0,66.0,39.0,38.0,36.0,8.0,12.0,9.0,10.0,9.0,16,Top 3
23,Northern Ireland,1200000.0,14.0,Left,2,1,1,Yes,GK,12,1,50,14.0,11.0,17.0,37.0,11.0,17.0,20.0,11.0,29.0,30.0,54.0,51.0,40.0,66.0,59.0,54.0,68.0,40.0,61.0,17.0,24.0,20.0,14.0,38.0,29.0,47.0,19.0,20.0,20.0,72.0,65.0,72.0,64.0,73.0,8,Others
19,Brazil,170000.0,3.0,Right,3,3,1,Yes,MF,2,0,5,47.0,44.0,31.0,57.0,38.0,60.0,48.0,37.0,53.0,58.0,68.0,63.0,68.0,45.0,78.0,47.0,50.0,59.0,43.0,41.0,42.0,29.0,49.0,56.0,44.0,53.0,33.0,45.0,41.0,12.0,14.0,6.0,9.0,14.0,14,Others
26,Iran,6000000.0,49.0,Right,4,4,2,Yes,ST,35,2,149,70.0,68.0,62.0,71.0,70.0,79.0,64.0,46.0,62.0,77.0,77.0,78.0,78.0,72.0,75.0,84.0,84.0,73.0,66.0,74.0,68.0,42.0,72.0,73.0,58.0,75.0,45.0,37.0,40.0,13.0,11.0,9.0,7.0,7.0,0,Others
28,Scotland,9000000.0,38.0,Left,2,3,1,Yes,MF,9,3,38,78.0,67.0,44.0,79.0,79.0,77.0,78.0,70.0,78.0,76.0,76.0,66.0,79.0,77.0,84.0,78.0,79.0,86.0,66.0,73.0,84.0,75.0,68.0,78.0,60.0,75.0,76.0,70.0,69.0,7.0,8.0,7.0,13.0,6.0,0,Others
27,Netherlands,250000.0,13.0,Left,3,3,1,No,DF,6,0,26,67.0,52.0,63.0,72.0,58.0,63.0,67.0,63.0,70.0,66.0,55.0,50.0,60.0,58.0,54.0,67.0,67.0,60.0,64.0,68.0,57.0,61.0,54.0,63.0,49.0,69.0,64.0,58.0,55.0,8.0,9.0,7.0,14.0,12.0,1,Others
29,Belgium,3100000.0,39.0,Right,2,2,3,Yes,ST,69,4,321,58.0,72.0,82.0,63.0,67.0,63.0,60.0,64.0,48.0,69.0,54.0,59.0,61.0,69.0,43.0,80.0,82.0,55.0,87.0,69.0,60.0,29.0,74.0,68.0,71.0,69.0,28.0,25.0,18.0,14.0,5.0,12.0,8.0,5.0,0,Others
30,France,6000000.0,44.0,Left,2,2,3,Yes,DF,26,4,152,58.0,23.0,73.0,76.0,20.0,50.0,50.0,30.0,69.0,60.0,48.0,51.0,51.0,70.0,54.0,51.0,74.0,53.0,90.0,38.0,88.0,79.0,36.0,61.0,40.0,75.0,73.0,77.0,75.0,14.0,12.0,9.0,7.0,8.0,0,Others
28,England,9000000.0,54.0,Left,4,4,2,Yes,MF,20,8,156,77.0,70.0,48.0,75.0,72.0,80.0,80.0,78.0,66.0,80.0,78.0,78.0,78.0,75.0,77.0,83.0,44.0,75.0,61.0,79.0,76.0,37.0,73.0,75.0,76.0,70.0,41.0,35.0,34.0,13.0,11.0,11.0,11.0,13.0,0,Others
21,DR Congo,1100000.0,15.0,Right,3,2,1,Yes,MF,21,1,121,51.0,36.0,55.0,71.0,37.0,66.0,45.0,47.0,66.0,62.0,53.0,57.0,64.0,62.0,70.0,61.0,63.0,60.0,58.0,55.0,68.0,69.0,45.0,66.0,48.0,69.0,66.0,66.0,69.0,9.0,14.0,10.0,12.0,14.0,10,Others
28,Scotland,8000000.0,50.0,Right,4,3,1,Yes,MF,17,1,91,72.0,76.0,66.0,76.0,62.0,76.0,75.0,74.0,74.0,74.0,74.0,73.0,77.0,74.0,65.0,77.0,70.0,84.0,68.0,82.0,69.0,69.0,73.0,74.0,64.0,70.0,63.0,66.0,62.0,14.0,8.0,13.0,11.0,13.0,0,Others
26,Netherlands,7500000.0,42.0,Left,3,2,2,Yes,DF,25,3,275,64.0,30.0,76.0,69.0,55.0,60.0,31.0,56.0,77.0,64.0,47.0,55.0,35.0,74.0,60.0,72.0,77.0,66.0,79.0,59.0,78.0,75.0,29.0,68.0,37.0,69.0,75.0,78.0,76.0,15.0,10.0,13.0,8.0,11.0,3,Others
20,Nigeria,900000.0,3.0,Right,3,2,1,Yes,MF,8,0,46,42.0,51.0,57.0,64.0,50.0,62.0,52.0,47.0,62.0,64.0,70.0,69.0,72.0,59.0,74.0,61.0,79.0,72.0,72.0,56.0,70.0,63.0,56.0,61.0,55.0,59.0,62.0,64.0,62.0,8.0,11.0,9.0,14.0,8.0,12,Others
24,England,4700000.0,10.0,Right,3,2,1,Yes,DF,2,1,11,72.0,51.0,64.0,69.0,45.0,71.0,59.0,40.0,61.0,70.0,74.0,75.0,73.0,67.0,70.0,58.0,67.0,80.0,66.0,56.0,66.0,67.0,67.0,65.0,47.0,65.0,68.0,72.0,70.0,6.0,11.0,11.0,13.0,13.0,5,Others
20,Republic of Ireland,1300000.0,13.0,Right,3,2,1,No,MF,7,0,25,49.0,48.0,48.0,73.0,45.0,66.0,46.0,42.0,72.0,70.0,65.0,63.0,62.0,69.0,65.0,54.0,43.0,71.0,56.0,51.0,74.0,64.0,57.0,60.0,57.0,64.0,57.0,63.0,58.0,8.0,7.0,10.0,12.0,9.0,12,Others
28,England,6500000.0,67.0,Right,2,3,2,Yes,DF,65,4,436,78.0,54.0,68.0,76.0,45.0,76.0,64.0,39.0,66.0,77.0,73.0,68.0,75.0,75.0,75.0,74.0,69.0,64.0,62.0,69.0,76.0,77.0,67.0,64.0,46.0,75.0,76.0,77.0,78.0,10.0,11.0,13.0,15.0,7.0,0,Top 3
21,England,500000.0,7.0,Right,2,1,1,Yes,GK,9,1,36,14.0,9.0,14.0,27.0,8.0,12.0,12.0,10.0,25.0,23.0,34.0,28.0,31.0,46.0,41.0,44.0,65.0,26.0,48.0,9.0,25.0,12.0,4.0,39.0,11.0,42.0,21.0,13.0,14.0,66.0,61.0,59.0,62.0,66.0,11,Others
19,England,600000.0,6.0,Left,2,2,1,No,DF,8,2,28,56.0,36.0,54.0,51.0,30.0,57.0,46.0,40.0,38.0,59.0,75.0,70.0,63.0,57.0,60.0,39.0,65.0,69.0,55.0,34.0,54.0,61.0,54.0,51.0,35.0,53.0,59.0,57.0,57.0,12.0,7.0,10.0,11.0,12.0,16,Others
21,England,1000000.0,4.0,Right,3,2,1,Yes,ST,5,0,18,33.0,68.0,67.0,54.0,61.0,63.0,42.0,28.0,31.0,66.0,58.0,63.0,64.0,62.0,59.0,67.0,66.0,66.0,78.0,56.0,59.0,21.0,69.0,49.0,64.0,58.0,22.0,26.0,23.0,10.0,8.0,7.0,13.0,15.0,9,Others
30,England,10000000.0,56.0,Left,3,2,1,Yes,DF,13,0,60,59.0,36.0,79.0,62.0,29.0,59.0,45.0,31.0,63.0,65.0,60.0,64.0,63.0,78.0,67.0,60.0,89.0,67.0,80.0,39.0,83.0,81.0,40.0,60.0,42.0,74.0,80.0,81.0,78.0,15.0,7.0,12.0,10.0,14.0,0,Others
29,Northern Ireland,8500000.0,38.0,Right,3,2,1,Yes,MF,10,1,39,80.0,60.0,56.0,80.0,69.0,62.0,81.0,75.0,84.0,77.0,57.0,55.0,69.0,78.0,76.0,77.0,64.0,79.0,56.0,75.0,69.0,77.0,64.0,78.0,74.0,73.0,69.0,77.0,73.0,16.0,16.0,7.0,7.0,12.0,0,Others
20,England,500000.0,6.0,Left,2,3,1,Yes,DF,1,0,6,59.0,54.0,53.0,57.0,49.0,61.0,48.0,34.0,49.0,62.0,77.0,77.0,69.0,53.0,64.0,59.0,54.0,67.0,69.0,51.0,57.0,56.0,51.0,45.0,59.0,44.0,51.0,58.0,57.0,14.0,11.0,6.0,9.0,7.0,12,Others
27,Romania,6500000.0,49.0,Right,3,3,2,Yes,ST,29,2,296,62.0,73.0,75.0,65.0,73.0,70.0,58.0,55.0,53.0,75.0,77.0,74.0,77.0,79.0,68.0,77.0,81.0,79.0,71.0,72.0,86.0,51.0,78.0,67.0,74.0,80.0,46.0,54.0,38.0,8.0,6.0,11.0,15.0,6.0,1,Others
22,Netherlands,625000.0,18.0,Right,2,3,1,No,ST,9,1,68,61.0,60.0,57.0,64.0,57.0,65.0,58.0,43.0,62.0,61.0,74.0,86.0,52.0,62.0,47.0,84.0,67.0,75.0,89.0,67.0,75.0,48.0,60.0,58.0,42.0,57.0,52.0,50.0,41.0,11.0,11.0,10.0,9.0,5.0,7,Others
28,Spain,6000000.0,44.0,Right,3,2,2,Yes,MF,11,2,81,37.0,25.0,69.0,77.0,35.0,59.0,49.0,53.0,70.0,70.0,50.0,34.0,54.0,70.0,59.0,60.0,65.0,69.0,79.0,43.0,87.0,77.0,48.0,56.0,54.0,74.0,76.0,78.0,74.0,12.0,14.0,10.0,11.0,16.0,0,Others
34,England,2100000.0,30.0,Right,3,2,1,Yes,ST,8,0,17,61.0,79.0,76.0,66.0,74.0,58.0,65.0,55.0,53.0,71.0,61.0,53.0,64.0,80.0,72.0,72.0,55.0,53.0,74.0,64.0,76.0,33.0,81.0,65.0,75.0,82.0,49.0,34.0,28.0,7.0,8.0,11.0,11.0,8.0,0,Others
25,England,6500000.0,15.0,Right,3,3,1,Yes,MF,51,0,517,58.0,55.0,71.0,76.0,53.0,74.0,51.0,38.0,75.0,76.0,60.0,64.0,66.0,70.0,65.0,75.0,69.0,63.0,73.0,67.0,73.0,72.0,60.0,74.0,49.0,68.0,69.0,75.0,73.0,12.0,9.0,15.0,8.0,8.0,4,Others
24,England,2300000.0,18.0,Left,3,3,1,Yes,MF,30,0,508,72.0,62.0,51.0,70.0,57.0,74.0,69.0,54.0,62.0,72.0,77.0,78.0,76.0,60.0,76.0,70.0,47.0,64.0,54.0,59.0,41.0,36.0,60.0,62.0,59.0,65.0,39.0,38.0,34.0,15.0,6.0,10.0,10.0,7.0,4,Others
32,England,6000000.0,21.0,Right,3,2,2,Yes,ST,13,2,52,56.0,77.0,82.0,74.0,77.0,68.0,68.0,51.0,61.0,76.0,54.0,55.0,60.0,77.0,67.0,86.0,83.0,69.0,91.0,75.0,85.0,31.0,78.0,74.0,82.0,78.0,38.0,30.0,25.0,10.0,11.0,16.0,12.0,15.0,0,Others
20,England,1300000.0,4.0,Right,3,2,1,No,DF,9,0,54,23.0,16.0,67.0,58.0,28.0,24.0,28.0,28.0,53.0,53.0,48.0,45.0,42.0,66.0,50.0,57.0,66.0,55.0,68.0,32.0,68.0,68.0,31.0,36.0,31.0,50.0,68.0,67.0,63.0,13.0,10.0,11.0,5.0,15.0,14,Others
20,England,550000.0,10.0,Right,3,2,1,No,MF,4,1,18,56.0,56.0,46.0,68.0,41.0,61.0,44.0,36.0,61.0,63.0,79.0,76.0,79.0,59.0,79.0,53.0,59.0,66.0,58.0,39.0,56.0,49.0,58.0,60.0,40.0,59.0,48.0,59.0,52.0,8.0,14.0,8.0,14.0,5.0,15,Others
25,England,2900000.0,25.0,Right,3,3,1,Yes,ST,11,1,114,67.0,66.0,40.0,67.0,50.0,78.0,75.0,62.0,60.0,71.0,77.0,83.0,78.0,64.0,75.0,73.0,46.0,66.0,59.0,72.0,31.0,18.0,68.0,67.0,68.0,65.0,34.0,38.0,39.0,13.0,16.0,13.0,10.0,6.0,2,Others
25,England,900000.0,19.0,Right,3,2,1,Yes,DF,5,1,47,61.0,30.0,66.0,64.0,36.0,49.0,35.0,34.0,53.0,54.0,66.0,63.0,50.0,56.0,61.0,44.0,76.0,62.0,73.0,26.0,60.0,73.0,31.0,31.0,48.0,50.0,68.0,70.0,67.0,12.0,12.0,7.0,12.0,11.0,5,Others
30,England,8000000.0,50.0,Left,3,3,2,Yes,DF,22,2,129,77.0,50.0,68.0,76.0,43.0,76.0,74.0,66.0,69.0,77.0,77.0,78.0,73.0,75.0,69.0,59.0,71.0,72.0,67.0,54.0,77.0,76.0,63.0,51.0,52.0,76.0,74.0,79.0,77.0,11.0,13.0,15.0,10.0,15.0,0,Others
22,England,1200000.0,19.0,Left,3,2,1,Yes,MF,17,1,216,52.0,52.0,63.0,75.0,47.0,63.0,51.0,47.0,75.0,67.0,63.0,56.0,59.0,62.0,68.0,68.0,58.0,75.0,61.0,44.0,64.0,60.0,55.0,59.0,54.0,75.0,62.0,65.0,63.0,12.0,9.0,7.0,13.0,10.0,11,Others
36,Jamaica,800000.0,35.0,Right,2,2,2,Yes,DF,12,1,38,17.0,27.0,77.0,55.0,23.0,58.0,14.0,18.0,47.0,56.0,29.0,31.0,28.0,67.0,44.0,52.0,71.0,31.0,88.0,35.0,81.0,73.0,39.0,49.0,17.0,74.0,75.0,75.0,74.0,14.0,10.0,6.0,7.0,8.0,0,Others
37,England,1300000.0,12.0,Left,3,1,2,Yes,GK,11,2,48,15.0,18.0,14.0,36.0,14.0,14.0,15.0,17.0,32.0,25.0,50.0,48.0,45.0,75.0,50.0,55.0,73.0,32.0,57.0,14.0,15.0,23.0,14.0,42.0,41.0,63.0,22.0,15.0,14.0,80.0,77.0,73.0,79.0,80.0,0,Others
29,England,5500000.0,19.0,Right,3,3,3,Yes,ST,43,14,228,69.0,75.0,76.0,67.0,68.0,73.0,61.0,62.0,64.0,72.0,73.0,79.0,72.0,70.0,62.0,77.0,80.0,52.0,73.0,63.0,75.0,32.0,74.0,70.0,70.0,75.0,47.0,38.0,33.0,9.0,10.0,6.0,12.0,16.0,0,Others
24,Nigeria,3300000.0,12.0,Right,3,3,1,Yes,ST,41,0,548,73.0,67.0,64.0,68.0,57.0,77.0,56.0,54.0,55.0,76.0,69.0,76.0,67.0,68.0,64.0,80.0,78.0,53.0,75.0,58.0,45.0,22.0,70.0,62.0,68.0,63.0,41.0,33.0,24.0,8.0,15.0,14.0,8.0,10.0,6,Others
30,England,8500000.0,50.0,Right,3,3,1,Yes,MF,9,0,72,81.0,55.0,60.0,80.0,56.0,70.0,83.0,80.0,79.0,77.0,63.0,55.0,74.0,77.0,78.0,76.0,67.0,86.0,70.0,65.0,81.0,76.0,68.0,76.0,64.0,77.0,76.0,76.0,73.0,10.0,13.0,13.0,7.0,8.0,0,Others
28,England,6500000.0,46.0,Left,3,2,1,Yes,DF,11,0,46,61.0,25.0,76.0,67.0,22.0,59.0,48.0,46.0,62.0,64.0,47.0,57.0,34.0,72.0,30.0,53.0,54.0,69.0,89.0,29.0,78.0,73.0,37.0,49.0,48.0,68.0,75.0,77.0,73.0,15.0,13.0,7.0,8.0,10.0,1,Others
23,England,2600000.0,23.0,Left,4,3,1,Yes,MF,16,1,189,64.0,63.0,42.0,68.0,54.0,75.0,58.0,45.0,58.0,70.0,84.0,85.0,83.0,63.0,79.0,66.0,34.0,78.0,48.0,53.0,37.0,20.0,61.0,59.0,67.0,62.0,33.0,31.0,36.0,10.0,10.0,13.0,11.0,9.0,8,Others
26,Nigeria,4400000.0,52.0,Right,2,2,1,No,DF,3,0,27,34.0,42.0,76.0,64.0,24.0,64.0,27.0,21.0,57.0,64.0,76.0,77.0,56.0,71.0,35.0,61.0,80.0,78.0,81.0,59.0,75.0,69.0,52.0,48.0,32.0,68.0,74.0,71.0,70.0,7.0,11.0,9.0,6.0,14.0,3,Others
24,England,2800000.0,35.0,Right,3,3,1,No,DF,5,1,32,68.0,35.0,72.0,59.0,30.0,68.0,48.0,36.0,57.0,71.0,72.0,76.0,71.0,65.0,68.0,36.0,78.0,69.0,67.0,30.0,64.0,68.0,63.0,60.0,49.0,63.0,69.0,69.0,69.0,14.0,13.0,11.0,9.0,8.0,5,Others
19,England,170000.0,4.0,Right,3,2,1,No,MF,2,0,11,42.0,41.0,39.0,57.0,44.0,58.0,47.0,45.0,56.0,59.0,65.0,67.0,64.0,50.0,68.0,45.0,56.0,52.0,49.0,40.0,41.0,40.0,54.0,57.0,45.0,62.0,39.0,48.0,49.0,14.0,9.0,8.0,6.0,12.0,20,Others
26,Sweden,4300000.0,15.0,Left,3,3,1,Yes,MF,7,1,38,,63.0,,74.0,61.0,76.0,67.0,72.0,64.0,74.0,76.0,79.0,72.0,69.0,77.0,77.0,49.0,71.0,70.0,68.0,64.0,,69.0,71.0,44.0,62.0,,64.0,58.0,7.0,11.0,10.0,16.0,7.0,0,Others
18,England,450000.0,3.0,Right,3,2,1,No,DF,19,1,72,42.0,21.0,,,28.0,,32.0,36.0,,52.0,60.0,,54.0,,64.0,47.0,71.0,58.0,,27.0,67.0,,33.0,34.0,41.0,42.0,,,,14.0,14.0,11.0,13.0,13.0,23,Others
29,Republic of Ireland,6500000.0,50.0,Left,4,3,1,Yes,MF,7,0,32,74.0,68.0,57.0,77.0,60.0,65.0,74.0,78.0,74.0,74.0,65.0,64.0,77.0,75.0,76.0,71.0,76.0,88.0,67.0,78.0,75.0,70.0,69.0,76.0,64.0,68.0,60.0,72.0,64.0,9.0,16.0,11.0,6.0,9.0,0,Others
28,Ghana,9000000.0,59.0,Right,3,4,2,Yes,ST,7,1,115,71.0,78.0,75.0,74.0,73.0,81.0,75.0,69.0,60.0,78.0,75.0,78.0,78.0,76.0,75.0,76.0,71.0,77.0,74.0,74.0,69.0,40.0,76.0,72.0,74.0,70.0,36.0,52.0,35.0,6.0,8.0,7.0,16.0,8.0,0,Others
31,England,6500000.0,33.0,Right,2,2,1,Yes,DF,1,0,7,63.0,37.0,75.0,67.0,52.0,63.0,48.0,30.0,62.0,64.0,60.0,68.0,60.0,79.0,54.0,59.0,71.0,75.0,79.0,40.0,85.0,82.0,50.0,57.0,31.0,62.0,78.0,80.0,76.0,14.0,15.0,6.0,7.0,6.0,0,Others
20,Republic of Ireland,350000.0,2.0,Right,3,2,1,Yes,MF,3,0,5,56.0,50.0,41.0,62.0,45.0,63.0,52.0,48.0,60.0,60.0,65.0,66.0,70.0,56.0,72.0,56.0,63.0,66.0,46.0,51.0,46.0,43.0,57.0,60.0,50.0,57.0,47.0,51.0,48.0,12.0,8.0,6.0,8.0,9.0,15,Others
30,Croatia,4500000.0,36.0,Left,2,1,1,Yes,GK,8,0,36,15.0,12.0,15.0,18.0,15.0,11.0,18.0,13.0,16.0,15.0,30.0,39.0,26.0,71.0,22.0,36.0,58.0,31.0,73.0,19.0,39.0,23.0,7.0,42.0,22.0,58.0,13.0,17.0,17.0,78.0,74.0,48.0,76.0,76.0,0,Others
